2 2
67 44 97
39 8 75
43 111 29
119 97 32
48 94 69
126 15 44
66 21 10
29 79 66
66 93 26
135 66 53
63 80 63
138 44 17
125 71 84
19 55 47
6 44 35
129 17 69
1 92 49
61 42 61
119 62 55
36 98 22
64 8 37
42 12 5
62 56 40
48 71 90
71 125 88
61 128 87
61 14 74
70 15 24
107 68 8
1 112 22
12 79 43
78 28 98
112 100 89
121 35 76
7 2 62
62 37 57
123 6 37
59 113 1
109 29 19
18 116 29
54 51 63
103 109 86
5 14 11
56 26 3
105 30 51
101 62 64
100 45 68
88 43 40
41 35 66
6 19 94
20 36 5
89 87 35
28 18 44
12 123 85
23 98 38
76 12 7
36 27 41
17 32 96
126 73 96
71 35 18
91 126 48
110 132 2
138 104 30
77 44 16
21 134 66
46 70 54
67 71 53
54 81 49
74 33 19
50 58 17
112 115 54
31 52 43
139 66 68
125 48 22
4 108 14
12 43 65
45 59 53
40 20 90
113 17 70
133 19 31
113 112 69
81 11 22
68 115 25
114 56 64
119 52 71
3 0 37
111 131 61
120 118 86
11 97 72
75 29 9
133 27 92
107 31 56
132 133 43
90 113 5
96 134 31
121 74 96
118 26 94
138 67 74
25 122 90
96 83 89
78 36 77
129 110 77
116 93 47
60 100 78
72 99 37
52 64 69
124 33 87
62 126 65
64 105 43
106 95 77
69 104 91
115 43 6
37 12 25
69 79 34
76 78 31
115 19 17
130 115 41
92 25 1
61 26 5
73 123 23
59 112 25
16 102 32
15 55 57
47 41 54
99 74 65
116 0 26
26 54 66
38 91 16
15 112 39
66 17 94
3 101 42
40 129 67
43 84 74
56 25 98
4 31 34
11 73 54
134 109 37
128 135 39
32 33 5
86 135 55
114 5 34
44 139 12
32 35 51
26 126 58
120 38 56
42 57 85
130 18 4
114 36 48
21 63 75
4 126 11
6 74 76
10 46 71
98 57 95
114 110 82
94 48 17
78 69 86
69 126 6
60 137 66
77 19 42
94 21 36
52 109 61,

141 423
117 115 60
86 85 58
35 124 87
91 121 15
112 26 96
94 4 59
74 17 75
121 102 31
62 50 32
25 136 72
11 39 79
108 135 10
66 24 73
51 12 63
89 28 17
6 59 54
119 77 84
29 106 50
106 57 39
121 58 54
115 85 77
105 17 59
107 77 83
46 63 65
79 57 16
97 69 91
7 108 3
64 24 57
123 25 90
15 72 99
69 14 11
41 72 25
7 23 17
75 70 78
115 114 99
19 109 7
93 0 27
9 127 5
52 131 84
69 16 56
40 30 41
1 13 10
109 86 76
78 133 56
136 130 85
116 20 14
53 137 59
119 131 9
4 103 97
96 132 27
115 2 33
68 128 59
11 100 20
37 40 75
129 24 83
25 37 88
7 22 34
108 34 65
34 100 9
51 18 77
68 17 84
38 66 19
77 14 51
27 18 46
2 109 21
63 83 93
68 105 71
103 36 99
129 104 71
35 21 46
89 14 85
115 78 14
1 109 90
34 117 57
64 2 9
44 35 42
70 100 70
7 14 52
50 123 5
27 109 61
84 125 54
132 26 74
53 0 89
43 113 21
34 135 92
42 70 92
118 4 93
105 16 38
93 134 83
38 122 63
89 48 78
16 18 97
46 28 87
42 13 97
34 27 24
31 113 84
44 4 49
84 40 82
54 4 61
115 7 88
77 10 16
27 131 62
9 132 9
98 110 3
134 72 74
79 104 85
75 53 20
16 77 16
27 70 23
90 93 58
139 79 8
23 109 13
46 72 8
64 30 30
16 102 45
88 31 27
98 127 87
70 68 94
15 11 18
4 104 14
111 102 42
3 27 35
70 99 90
67 17 84
95 118 5
100 7 20
93 36 31
113 123 94
74 127 37
102 55 88
124 31 72
46 24 39
97 44 52
114 63 61
113 59 51
22 92 25
41 126 42
35 75 73
5 137 64
18 69 67
93 73 94
9 117 10
98 113 39
50 119 100
12 2 25
50 102 47
113 79 24
133 18 18
43 135 25
81 59 87
5 138 33
1 16 93
10 88 67
97 125 13
56 48 23
80 96 85
63 76 15
12 38 86
121 63 61
16 45 48
50 100 82
66 133 2
49 99 23
36 79 56
140 9 6
118 61 22
29 83 79
36 95 9
94 46 73
68 61 37
118 93 81
40 15 61
88 14 53
68 31 14
40 125 58
69 106 13
58 122 20
99 21 47
4 124 89
47 107 2
39 117 29
106 23 58
58 121 42
53 23 100
11 47 72
51 90 53
79 47 29
27 44 80
127 63 39
128 71 2
52 41 69
123 26 63
70 138 3
137 11 31
92 65 43
74 45 69
124 89 78
99 23 97
115 106 36
44 49 93
84 66 27
21 24 1
91 129 30
95 134 50
112 134 9
97 120 36
110 99 58
61 13 4
60 37 80
65 108 4
58 139 54
24 103 39
134 46 94
111 106 99
59 113 71
88 122 97
66 123 68
69 25 41
112 38 54
81 104 38
8 116 63
51 126 73
37 110 22
20 5 52
112 74 74
89 33 80
6 116 60
9 80 30
84 96 40
67 140 75
61 47 5
24 55 88
138 25 18
25 103 45
57 54 99
71 48 36
11 7 78
87 79 32
128 107 35
19 51 54
66 88 82
98 65 36
121 13 53
69 42 84
93 113 50
85 108 47
88 56 16
130 5 12
5 85 95
6 1 73
44 130 26
92 79 62
8 74 56
13 113 28
133 77 42
124 15 100
113 111 3
93 126 6
133 130 35
86 84 62
23 42 8
96 59 44
124 43 45
124 44 10
60 101 54
22 21 28
131 64 51
94 24 15
126 81 87
110 124 67
8 120 18
98 124 67
38 134 85
64 87 87
100 84 5
58 130 61
82 76 70
102 18 8
74 82 11
80 9 14
119 58 21
49 54 56
28 95 50
87 101 9
116 126 70
52 108 11
40 123 72
120 69 96
121 81 57
12 23 3
115 18 86
60 139 44
118 37 16
82 76 83
18 138 53
132 28 36
86 32 14
126 36 79
7 21 52
23 114 14
66 91 68
41 28 18
107 78 21
111 126 11
77 27 80
16 11 96
7 44 49
14 15 73
81 64 61
38 18 65
30 100 40
48 83 67
38 70 4
107 139 26
59 68 2
106 36 78
139 44 53
77 101 34
105 34 43
8 107 42
31 29 69
40 30 90
42 10 25
113 1 84
35 48 5
92 19 85
52 87 81
130 40 80
66 78 74
68 95 66
88 112 8
114 3 35
48 93 66
46 80 72
56 77 75
110 35 82
42 131 36
96 51 38
60 16 75
84 16 89
34 51 44
7 101 25
9 111 50
1 52 64
43 96 81
20 67 68
7 68 86
119 102 81
0 132 38
34 123 78
17 20 94
22 97 11
69 133 56
27 92 53
117 49 13
45 113 28
77 85 16
137 3 94
54 125 55
51 19 1
4 110 54
112 17 40
21 14 76
29 47 25
70 139 7
64 70 58
115 112 97
105 88 9
23 111 78
88 19 17
32 126 72
103 117 15
10 5 53
125 54 54
89 56 9
7 80 50
52 64 73
135 42 19
85 105 54
73 135 6
32 96 66
11 86 43
80 18 60
105 109 72
55 19 76
123 13 19
44 29 65
124 102 56
58 20 91
109 134 24
106 138 5
115 113 28
135 126 8
92 96 29
31 13 50
21 54 4
96 63 100
99 112 78
136 93 37
26 104 53
33 73 93
55 31 9
102 100 100
112 110 77
12 45 91
5 12 20
86 94 44
41 34 22
128 47 29
20 81 90
3 119 82
79 33 87
34 115 18
11 133 82
82 44 69
63 41 22
94 59 36
45 75 80
105 14 17
21 33 52
135 87 35
106 55 16
29 96 23,

142 426
45 11 55
106 79 53
32 130 45
138 13 65
45 116 19
106 76 75
139 119 26
34 87 94
95 15 55
58 128 47
3 48 62
109 25 98
83 93 19
66 37 16
44 130 61
139 140 85
97 104 53
70 23 22
9 15 75
82 46 91
93 132 66
68 25 84
31 70 21
105 113 9
59 21 75
10 75 92
96 30 16
44 50 82
12 13 30
57 43 97
122 32 87
79 91 18
98 5 38
57 2 86
13 14 70
70 40 61
100 140 94
63 83 94
114 9 26
110 86 57
99 92 94
11 0 91
73 30 22
81 64 88
67 17 6
101 64 20
30 33 4
94 35 18
13 138 92
55 80 8
116 65 80
116 130 48
27 128 48
33 39 54
141 94 27
39 16 100
141 114 94
105 123 62
65 110 33
75 86 73
72 14 21
38 118 89
76 133 72
12 8 31
85 63 60
60 107 1
12 130 2
6 61 81
32 99 52
83 100 53
20 47 14
134 74 37
111 23 25
31 49 91
96 75 50
126 10 61
93 17 56
98 9 7
53 33 6
61 53 50
25 7 19
105 45 79
127 45 75
95 65 18
91 23 98
83 123 13
85 58 43
88 105 18
34 77 30
33 49 70
32 69 33
109 124 2
61 20 12
57 16 64
25 43 89
136 103 30
128 135 67
41 33 19
16 38 43
90 89 70
88 31 37
54 34 93
5 112 77
65 30 53
118 92 62
127 18 80
99 72 42
10 82 44
25 135 73
47 49 44
92 106 17
15 56 35
110 75 28
35 122 92
120 129 85
48 94 47
46 2 61
47 95 52
125 9 78
24 36 56
87 126 81
29 42 98
13 89 30
16 127 8
75 25 19
60 28 52
75 25 37
8 55 11
21 46 91
120 117 88
111 126 22
53 102 72
84 98 18
75 98 36
136 53 19
10 50 91
46 89 42
51 121 61
53 103 27
94 22 69
56 97 69
133 10 69
35 16 37
49 37 80
94 8 12
24 93 32
33 56 36
41 32 21
19 15 96
119 54 20
34 93 53
39 96 12
15 49 22
23 91 5
117 105 10
82 49 67
52 3 98
124 72 63
20 76 34
16 72 44
59 64 87
86 104 98
52 136 87
139 87 97
113 31 91
78 71 32
79 131 42
23 40 16
115 34 44
127 119 88
65 16 89
56 16 53
69 26 44
37 52 86
63 119 93
27 75 87
131 63 32
72 11 61
19 77 34
81 94 35
72 66 6
77 70 11
104 66 19
78 125 8
8 138 12
29 87 81
132 60 24
131 85 65
16 26 44
37 39 36
89 43 82
14 113 37
8 61 30
141 130 17
130 132 2
97 26 39
133 59 41
69 16 7
97 7 43
131 1 70
91 22 26
3 114 33
104 74 94
123 134 19
35 38 55
20 79 43
36 3 47
64 82 20
125 9 8
69 118 5
5 6 91
25 59 12
53 77 62
103 121 19
103 112 59
140 7 76
38 2 80
83 81 66
60 61 51
103 108 48
85 94 33
7 50 15
42 106 78
12 111 20
40 107 49
104 114 26
29 19 75
137 122 10
115 35 88
89 85 28
84 132 84
70 103 13
9 3 71
48 72 64
104 35 92
8 141 26
1 86 16
132 63 28
70 109 74
53 130 100
31 111 56
52 96 75
79 110 47
84 77 9
139 16 39
45 72 99
75 46 21
37 27 14
13 125 39
108 106 52
58 16 81
24 78 53
22 14 66
89 68 73
96 36 80
24 51 63
17 34 99
30 133 98
57 108 70
89 34 34
20 16 47
17 19 92
107 7 26
109 49 43
58 6 45
102 90 7
14 68 90
108 71 80
134 16 61
91 73 93
38 131 71
133 74 5
113 42 39
105 88 98
33 26 99
114 23 83
134 86 45
32 42 27
120 37 10
128 86 74
128 24 1
71 24 60
13 127 65
138 133 99
29 112 94
120 39 73
8 2 26
26 2 99
112 6 77
35 82 4
133 137 61
47 21 3
7 49 7
48 113 73
125 61 15
8 124 2
72 47 60
5 93 62
76 37 46
56 128 74
130 120 78
13 65 5
61 0 27
0 38 28
119 125 70
70 62 72
63 96 20
70 14 32
6 130 60
116 140 89
81 128 69
24 14 30
64 70 96
47 129 52
21 122 88
118 16 69
78 91 5
37 61 99
86 53 73
69 57 81
97 23 42
3 7 95
86 128 99
48 38 41
91 31 49
33 129 37
115 77 41
1 6 88
129 120 16
137 58 49
125 137 85
10 51 53
103 34 50
23 109 6
137 109 99
35 140 88
114 84 24
10 85 69
99 75 85
123 52 35
62 97 57
26 31 97
106 108 65
22 104 24
104 38 85
116 52 87
31 42 25
40 110 96
121 104 7
25 43 58
1 52 64
5 122 55
58 56 83
37 123 5
18 23 61
124 130 25
121 125 57
24 89 27
123 74 21
99 88 10
84 108 64
46 39 47
18 69 69
99 72 38
64 68 40
80 15 46
103 106 19
94 59 51
70 31 65
44 120 67
17 57 7
106 92 84
63 23 86
75 15 97
74 5 22
115 107 18
59 127 9
0 41 36
67 119 97
90 49 55
25 70 66
65 30 93
8 44 78
121 30 48
81 1 56
99 52 69
33 85 91
36 98 72
110 129 66
134 109 60
14 123 62
37 90 83
134 92 7
120 91 49
31 120 55
127 132 15
64 103 95
13 16 1
132 98 21
83 36 84
121 18 69
19 80 27
83 114 12
138 101 62
114 10 9
66 51 37
63 34 15
1 108 38
47 56 20
99 45 15
48 30 88
16 58 78
38 17 89
2 91 33
94 118 77
65 61 98
86 128 24
138 56 40
96 4 28
97 73 71
107 131 100
32 93 24
63 0 97
23 112 10
121 14 26
35 91 54,

143 429
132 125 19
132 137 2
66 140 2
67 137 63
98 59 14
29 56 90
80 62 70
109 30 24
12 82 89
57 6 61
36 74 81
20 17 51
60 39 20
17 58 55
81 140 88
72 121 40
81 111 52
12 120 93
52 135 59
1 29 23
101 98 53
140 121 8
59 140 40
89 87 53
14 90 18
27 25 95
87 133 28
64 5 62
37 59 76
120 56 26
101 51 63
99 114 100
75 47 95
93 128 100
104 4 92
29 62 2
3 78 11
9 71 68
127 24 62
53 99 73
58 81 96
28 119 15
9 106 31
120 112 66
110 7 61
76 142 17
22 21 67
66 5 32
137 111 78
70 64 32
5 140 46
57 101 78
15 84 59
124 70 52
7 19 5
117 61 38
29 113 70
89 7 51
25 133 56
116 125 99
6 64 15
64 23 73
45 4 9
59 55 90
121 92 78
142 21 89
116 40 5
138 27 78
90 15 13
12 77 18
79 2 47
124 5 29
71 115 45
64 28 3
87 112 39
139 60 32
94 124 67
114 54 36
43 131 93
50 53 58
89 87 6
44 124 96
15 94 71
76 53 1
41 48 21
126 49 33
133 75 65
13 5 68
3 106 72
54 58 46
69 118 57
77 139 31
76 82 32
115 60 62
33 0 24
137 103 45
8 56 83
34 126 6
45 36 59
68 110 62
54 87 99
86 121 80
142 87 95
8 49 89
40 98 26
125 111 84
65 114 6
128 17 37
72 107 21
46 16 85
126 14 57
62 12 96
35 47 16
52 46 37
8 44 95
2 66 21
40 96 37
61 130 3
103 86 80
50 40 50
7 111 45
5 28 45
45 133 14
118 98 85
11 38 2
12 62 71
32 34 10
84 116 75
2 30 58
56 78 33
133 113 31
64 22 53
29 34 4
94 78 44
126 124 30
123 120 27
2 63 20
58 75 89
31 22 45
14 78 57
5 121 79
68 64 94
103 91 10
133 124 27
66 71 59
129 24 44
129 65 45
93 92 57
121 76 41
133 62 70
72 18 73
89 32 32
140 41 79
82 126 21
19 34 72
27 67 12
35 99 61
100 59 38
105 115 90
134 15 42
78 23 72
20 52 39
39 91 18
113 102 20
90 82 5
67 100 76
60 123 32
49 26 56
4 68 91
122 15 38
80 12 10
114 101 46
59 49 42
54 10 88
57 96 17
135 86 73
90 80 31
113 82 19
12 1 55
136 121 8
20 76 10
29 7 97
35 135 81
85 127 89
118 26 59
111 88 87
119 78 56
142 60 75
101 23 40
124 140 39
46 62 19
11 69 86
6 93 96
49 79 44
59 18 86
28 41 1
131 5 53
13 137 14
53 43 83
17 142 52
40 4 37
35 75 44
5 135 84
9 91 54
42 46 41
104 123 93
103 75 19
22 112 95
142 54 23
100 49 86
138 120 63
51 135 55
77 34 24
140 48 44
74 14 76
66 73 67
135 99 2
56 75 64
84 33 92
118 50 7
90 69 2
81 20 57
51 103 62
64 14 33
63 114 71
82 3 25
116 16 56
19 17 48
126 119 3
7 120 82
25 5 17
113 27 41
12 118 22
115 81 82
85 75 37
46 111 4
135 118 1
15 48 14
19 108 68
131 31 46
33 98 16
19 107 81
42 89 11
140 134 93
26 103 12
137 6 63
124 21 63
25 93 98
130 18 81
72 14 28
30 12 91
118 56 17
26 84 7
103 94 98
114 55 13
71 50 81
29 51 84
1 66 46
134 94 26
5 129 7
45 73 22
85 120 21
45 8 14
54 50 82
48 103 19
131 34 33
6 84 98
65 52 94
43 41 63
56 18 77
35 134 65
110 83 58
122 25 44
128 85 2
37 17 58
32 125 61
58 39 82
126 127 100
31 117 94
86 13 20
142 133 4
98 76 36
63 38 70
2 69 76
133 96 33
49 142 39
138 130 48
101 37 26
100 132 91
97 43 30
111 118 44
100 75 60
106 139 41
81 47 18
117 31 3
68 107 91
41 35 53
134 19 89
94 95 61
64 141 17
118 86 25
117 48 55
14 140 64
115 134 41
15 108 98
142 31 81
66 93 2
128 36 81
97 16 25
35 62 71
82 81 45
91 39 39
51 19 34
86 44 91
51 65 19
50 125 21
95 109 44
12 17 85
5 60 19
134 26 64
50 29 71
134 73 14
41 87 72
38 127 17
135 58 47
79 45 10
21 138 45
18 6 50
4 133 84
93 85 89
58 83 96
120 133 98
6 4 27
9 138 72
53 138 15
72 47 18
96 78 29
32 124 73
113 86 57
136 107 1
137 54 47
51 56 50
108 34 2
98 104 78
3 109 61
119 122 45
59 106 100
20 41 74
36 60 87
141 99 64
68 123 38
102 128 80
73 46 82
98 40 53
64 133 3
59 69 46
116 125 22
85 104 38
91 83 58
104 131 16
56 21 44
6 98 98
50 116 56
50 126 2
56 0 79
21 28 2
82 85 9
62 141 94
140 7 84
16 57 21
45 13 53
79 17 14
69 113 55
129 130 55
9 89 26
31 139 56
124 110 51
51 64 26
13 141 74
91 126 15
110 69 29
126 67 19
1 6 55
17 52 4
49 98 52
105 75 20
109 79 93
64 18 25
121 34 18
133 44 59
60 2 23
138 16 99
23 84 92
36 94 29
102 121 30
63 78 35
27 38 90
40 115 2
95 124 97
115 2 85
126 121 88
129 67 97
3 24 96
67 75 3
58 21 74
116 89 67
44 109 39
57 109 84
43 99 59
120 16 5
106 35 25
56 35 22
17 57 82
5 73 21
50 124 54
73 38 86
46 123 13
136 25 42
80 116 83
13 38 56
66 48 36
6 49 37
62 31 69
129 24 4
136 64 5
37 71 60
54 141 7
79 7 70
91 99 28,

144 432
82 71 54
1 40 19
93 100 11
62 81 38
38 108 49
8 139 53
25 33 96
28 140 93
66 12 99
136 99 98
23 140 76
116 9 51
60 46 32
139 41 57
134 16 82
104 5 80
68 133 4
38 2 36
79 118 54
123 86 82
45 138 1
105 123 67
138 122 70
94 122 73
51 116 30
55 51 71
102 120 64
51 65 73
58 38 13
22 128 63
72 35 85
65 87 81
81 99 46
119 46 64
122 22 5
1 46 84
117 81 39
85 143 29
42 25 86
62 36 96
69 9 62
87 0 6
78 136 79
67 140 72
142 140 23
60 26 31
72 121 21
128 2 87
79 21 66
93 105 66
92 98 69
28 126 40
83 104 5
136 57 45
64 137 68
126 29 47
2 21 43
106 143 68
55 77 68
46 114 2
107 18 5
108 92 6
63 39 41
111 23 52
56 71 45
22 10 61
83 22 74
17 22 99
101 71 58
118 89 65
82 123 54
21 44 19
51 72 53
87 65 93
50 57 33
32 132 80
23 2 68
112 126 99
44 80 31
96 97 32
68 14 28
117 8 25
138 55 10
87 136 94
38 10 2
27 56 27
19 119 33
68 111 81
142 102 31
93 18 20
59 99 86
70 25 16
28 101 76
132 4 72
52 27 51
12 93 69
34 56 23
112 77 57
106 116 45
132 82 95
25 139 84
45 29 51
129 14 23
143 34 97
26 66 94
61 82 75
110 71 44
18 93 25
54 23 42
16 138 26
132 141 18
20 69 4
123 142 79
7 92 64
100 27 2
47 56 83
135 6 2
121 141 49
124 55 15
38 83 70
101 4 56
2 0 67
2 75 79
57 71 3
126 32 56
77 9 56
104 111 45
85 137 51
20 94 64
13 66 55
96 77 16
124 46 28
135 18 65
35 49 56
34 79 46
101 69 54
120 35 53
140 47 19
12 20 97
106 140 6
42 67 3
102 17 12
97 131 88
18 48 12
91 36 12
43 123 69
67 48 62
98 35 70
117 135 69
73 77 40
31 29 43
122 54 16
67 9 79
138 139 92
121 90 88
76 59 42
25 132 2
112 127 20
18 106 65
66 67 57
114 62 86
70 33 85
110 15 60
133 8 94
136 75 55
60 36 18
29 23 65
52 31 6
141 93 80
15 96 83
71 113 45
46 129 41
35 14 79
104 127 100
68 35 21
116 124 31
62 85 34
98 108 27
111 47 32
106 33 4
0 135 59
100 50 69
137 141 2
42 130 22
81 26 16
136 84 90
116 104 67
63 59 51
112 88 56
19 57 19
110 37 79
88 21 60
95 96 28
139 30 73
9 111 10
32 115 32
93 141 24
109 76 57
101 16 19
31 13 43
97 74 46
51 62 67
77 26 89
45 118 67
57 140 73
79 100 40
124 14 57
81 120 19
116 51 60
94 63 31
43 123 18
141 133 3
113 91 81
126 66 24
85 15 32
19 66 81
66 96 64
9 35 28
57 91 18
13 86 71
103 128 3
123 48 67
122 108 93
21 112 100
69 79 12
40 69 18
136 127 41
91 131 71
112 38 45
82 124 50
46 30 66
13 14 50
7 84 53
139 3 73
47 100 55
72 87 36
4 22 45
84 139 2
69 134 96
74 58 78
23 34 60
65 79 84
1 35 73
34 118 52
52 47 83
90 80 34
121 57 2
73 75 45
68 28 78
42 103 13
135 41 28
77 26 47
23 44 82
108 73 5
55 111 2
63 62 46
42 123 98
44 117 97
96 25 79
34 96 23
143 10 49
53 76 83
105 17 20
56 33 85
90 18 54
56 99 39
14 124 17
9 49 51
26 25 79
83 96 17
20 86 21
80 133 95
8 136 40
7 98 45
26 34 65
113 138 30
104 67 11
103 130 61
95 49 44
34 56 58
22 111 83
15 83 56
32 26 69
8 120 18
38 106 94
20 120 94
102 6 25
64 98 96
96 121 6
72 70 35
69 84 80
98 31 33
72 99 80
30 65 74
72 26 19
5 103 97
99 140 77
17 26 80
55 46 69
137 46 57
72 122 99
0 5 13
108 38 14
5 97 59
84 120 85
73 21 77
82 126 39
127 90 75
51 13 14
115 104 19
116 57 46
106 114 25
0 113 85
50 84 21
43 101 58
4 130 79
48 129 39
24 80 79
24 79 25
53 128 87
73 135 76
5 11 94
82 121 99
30 2 3
135 59 25
130 136 53
127 95 32
85 18 88
16 117 86
36 115 14
139 19 15
94 54 14
124 60 92
43 5 94
77 34 88
129 84 84
60 58 68
116 118 38
140 117 6
15 83 59
95 76 6
105 62 16
75 24 80
62 63 50
79 27 77
61 135 88
24 137 91
35 98 100
35 114 72
44 60 59
48 108 64
109 35 33
53 140 69
97 143 83
64 118 37
50 140 54
58 56 74
95 62 84
66 136 74
50 18 37
28 19 8
37 93 1
63 51 92
42 63 22
124 48 90
142 120 22
124 134 13
120 98 89
53 128 81
66 40 69
139 116 23
98 17 32
7 74 21
138 88 26
102 127 92
117 126 85
46 137 84
41 42 58
139 130 87
36 30 49
125 13 8
33 18 33
120 14 81
139 142 61
48 34 86
113 117 25
3 30 23
110 138 12
28 101 4
57 4 58
49 142 85
143 141 66
28 40 30
133 13 53
75 88 49
33 2 47
12 95 79
134 28 90
17 79 35
125 61 52
36 59 89
14 2 37
119 17 84
88 104 83
36 118 22
83 63 47
108 110 98
53 110 4
94 117 9
21 40 96
5 85 14
87 143 74
91 87 40
61 17 63
15 115 57
46 79 83
122 117 46
97 83 8
125 79 55
97 64 4
63 54 50
40 60 75
79 39 8
136 133 87
56 101 97
119 86 25
9 38 45
76 96 10
55 41 67
74 14 83
30 38 16
129 34 26,

145 435
139 74 95
51 105 30
82 2 49
116 47 60
36 54 85
82 96 74
17 0 100
15 47 2
113 4 56
137 73 3
84 23 54
19 92 76
81 87 77
122 101 38
121 97 46
101 111 100
139 60 79
140 132 36
28 89 10
118 3 31
30 23 89
135 3 8
14 13 54
34 30 67
122 33 60
33 72 92
29 3 78
67 36 29
113 99 59
12 52 88
36 59 51
43 6 99
137 108 50
98 114 84
107 33 63
129 116 82
27 139 58
135 89 43
122 142 97
116 31 69
119 142 73
53 84 66
135 28 60
25 72 68
26 109 75
18 73 85
127 0 55
3 62 35
77 59 64
69 73 56
44 123 39
112 94 76
46 93 87
86 134 52
125 84 11
43 143 81
140 49 28
40 80 19
36 84 66
130 13 98
105 113 93
29 68 31
7 26 31
19 142 53
50 65 78
77 35 92
77 50 1
0 48 4
4 55 52
129 70 91
137 69 94
132 28 30
51 141 58
141 17 30
104 71 10
8 5 79
111 125 32
106 80 7
67 51 83
15 48 82
23 103 35
88 97 23
42 27 28
114 16 14
13 140 33
51 63 89
67 2 74
11 60 100
19 18 89
115 20 63
39 7 99
121 30 89
105 15 55
110 128 35
108 129 13
107 13 33
115 120 24
53 57 61
56 109 26
96 9 40
69 123 24
142 138 52
86 141 40
17 18 65
26 83 26
58 47 42
80 57 52
41 73 41
32 110 1
137 116 34
51 2 91
87 27 93
35 62 55
113 15 54
81 133 24
2 46 85
29 103 10
113 39 91
140 126 71
111 4 6
0 86 65
46 58 37
100 54 11
63 77 3
106 6 16
104 123 42
49 64 89
77 115 78
94 74 88
43 89 31
131 65 97
18 51 41
8 69 26
131 26 16
58 90 79
92 67 2
102 9 4
17 102 26
138 11 55
111 93 59
91 130 51
116 80 8
6 24 21
140 24 31
62 1 45
51 118 14
34 17 53
29 77 60
49 114 35
112 101 9
23 113 9
132 29 68
130 110 1
56 78 28
22 38 76
132 31 34
15 9 47
54 42 50
41 37 72
54 138 5
29 23 97
42 50 62
103 66 70
35 125 55
83 6 54
21 76 30
33 79 23
47 109 43
115 76 32
74 61 59
93 125 85
129 16 31
17 38 98
133 123 89
117 131 39
47 32 52
9 15 83
88 7 31
142 3 94
16 40 50
122 8 25
116 129 2
6 113 51
23 62 30
43 112 31
33 90 45
118 34 36
21 69 22
21 44 87
139 66 41
87 30 33
143 132 72
100 54 62
13 12 37
84 67 10
80 123 79
115 91 20
127 134 58
76 118 86
72 105 62
25 115 29
27 138 39
125 14 77
115 142 61
133 106 93
113 28 11
96 6 57
102 7 46
30 59 32
93 10 93
97 15 76
37 87 33
117 38 98
47 76 98
21 63 72
10 90 75
1 28 56
5 80 8
6 62 80
128 73 38
82 66 81
43 75 93
70 84 31
46 64 45
55 83 21
42 84 49
47 43 60
13 21 76
2 59 64
123 88 9
63 17 39
142 124 54
87 76 21
82 93 48
42 59 86
33 127 43
37 49 19
130 1 10
124 66 71
14 107 91
33 50 88
69 112 45
141 92 91
75 109 63
74 76 23
17 117 84
22 37 36
3 137 90
87 56 2
123 67 39
11 50 26
53 9 29
84 120 86
90 134 85
121 22 3
40 100 98
56 102 40
95 24 15
6 109 38
77 3 3
60 130 5
91 97 36
3 65 84
23 94 46
45 137 20
125 46 4
73 1 95
36 125 96
47 124 7
140 22 30
61 40 95
6 108 32
33 115 18
64 1 2
127 58 2
72 132 19
122 135 27
15 14 68
142 101 29
37 41 10
56 62 93
43 53 23
69 98 82
142 109 60
132 7 95
82 104 24
144 130 3
102 21 27
12 26 54
13 89 42
144 111 17
12 5 89
106 40 67
38 47 30
115 32 30
134 122 37
38 65 84
141 116 15
13 111 93
17 46 36
13 5 93
61 10 94
132 135 10
67 71 49
86 4 37
92 100 79
100 3 80
26 15 37
20 26 59
93 48 45
108 123 62
97 32 5
139 48 37
97 136 53
34 8 12
101 60 94
52 55 17
73 39 71
124 79 78
76 138 82
12 74 94
113 81 1
43 9 73
143 79 21
2 133 100
12 123 89
25 98 26
98 52 32
110 116 53
47 137 37
24 70 19
88 94 58
112 48 18
111 41 29
96 9 14
41 119 19
8 125 49
50 74 82
133 40 63
28 129 33
27 126 83
62 112 50
42 114 77
79 99 88
113 77 65
7 123 40
47 60 78
93 105 16
0 102 42
104 61 55
44 83 46
123 22 96
7 39 82
83 47 76
71 22 83
136 129 47
72 38 67
106 16 44
109 98 75
117 116 44
79 16 40
17 135 61
21 102 45
96 118 46
93 40 13
99 1 99
139 10 4
100 34 6
15 138 69
54 76 63
73 81 40
105 56 65
33 47 78
47 26 25
46 88 84
46 30 61
59 126 68
97 47 87
132 118 4
105 90 54
120 30 62
62 36 36
141 26 70
19 70 77
102 23 48
93 3 84
23 89 22
20 89 67
2 114 62
40 113 100
44 36 77
5 71 75
32 108 31
94 61 91
43 16 74
63 90 18
137 21 74
98 37 19
71 140 38
92 57 56
110 95 27
87 99 27
18 61 18
38 10 73
97 123 68
135 143 61
115 60 53
35 117 85
86 88 11
50 55 62
89 58 50
54 111 11
92 107 25
73 90 88
25 132 93
89 17 8
17 130 75
74 104 9
78 86 27
125 31 61
89 73 25
139 85 20
110 113 67
21 138 87
30 118 4
105 104 64
125 78 1
138 37 45
33 61 87
69 106 10
56 116 6
90 24 11
48 62 45
105 60 2
7 113 82,

146 438
46 90 60
54 83 29
142 138 1
27 87 48
57 37 49
4 84 18
27 88 49
128 133 50
92 127 92
33 27 98
54 46 12
90 129 41
87 82 67
116 74 31
28 30 68
74 80 14
14 69 94
31 39 52
11 34 85
0 73 48
